birthdate	mail	company	name	user_id	ssn	blood_group	current_location	registration	job	username	residence	station_ID
1932-05-25	ramosjose@bol.com.br	Freitas	Maria Vitória Machado	1179	62089571330	AB+	(Decimal('84.4169775'), Decimal('44.491970'))	01/18/2024, 00:00:00		nicole70		362
1997-04-06	kenichi66@gmail.com	鈴木水産株式会社	佐藤 幹	663	409-53-2123	B+	(Decimal('14.0972855'), Decimal('137.575528'))	10/08/2023, 00:00:00		momoko36		81
	arose@hotmail.com	Alvarado-Rodriguez	Jennifer Smith	1502	532-72-6994	O+	(Decimal('-50.8744145'), Decimal('-169.464020'))	2022-09-18		hollowaylynn		327
1985-11-26	henry57@yahoo.com.br	Sales	Dr. Nathan Casa Grande	969	01748925601	AB-	(Decimal('-17.723564'), Decimal('10.592876'))	2022/03/28		kamillyfernandes		114
	sofficiroberta@gmail.com	Rubbia-Tomaselli SPA	Cecilia Righi-Fibonacci	554	TMBNNS06A28I360Y	B-	(Decimal('-16.7686835'), Decimal('173.163642'))	2023-05-17		marcantoniomercalli		209
2022-04-03	naoto50@hotmail.com	合同会社藤井銀行	加藤 陽子	1923	488-13-3755	AB+	(Decimal('-65.504626'), Decimal('46.683948'))	27 Oct 2022	モデル	nkato		145
1969-08-26	klemmgesine@web.de	Gutknecht	Frau Luzie Hering MBA.	1478	056-12-4171	A+	(Decimal('-75.457027'), Decimal('138.340437'))	2021/01/11		jerzymargraf		289
1952-10-11	hbush@hotmail.com	Lopez and Sons	Brooke Hunt	9	524-53-6677	A+	(Decimal('72.7887275'), Decimal('146.455051'))	03/15/2019, 00:00:00		jennifer13		182
	agatha67@web.de	Döhn Huhn Stiftung & Co. KG	Grazyna Anders	1353	587-92-4565	A+	(Decimal('-63.674375'), Decimal('-53.332704'))	05/07/2021, 00:00:00		sybilla71		725
	ewulf@yahoo.de	Hethur AG	Trudel Kreusel	476	760-15-2646	A-	(Decimal('79.704438'), Decimal('-30.734716'))	2019/03/17		ante00		231
1912-01-14	drusodionigi@live.com	Garibaldi Group	Piero Caccianemico-Sibilia	1423	VVNLLT84E26G443E	A-	(Decimal('80.3287095'), Decimal('177.734021'))	2021/04/25	Financial controller	acardano		420
	ivanbertolucci@gmail.com	Salgari, Vecellio e Luzi s.r.l.	Isa Bottigliero	475	GCMBNT96S62A363P	A-	(Decimal('37.3435415'), Decimal('129.716994'))	2023/01/28	Textile designer	donato55		591
1993-07-22	frescobaldigianluigi@virgilio.it	Gramsci s.r.l.	Isa Ortese	630	BGGNCT42M04G076V	O-	(Decimal('79.1189055'), Decimal('-125.431531'))	04/08/2022, 00:00:00		ivan18		223
1912-10-24	cherylclark@gmail.com	Jennings-Woods	Susan Hamilton	747	184-33-9381	A-	(Decimal('13.1870675'), Decimal('-146.021272'))	12 Feb 2024		ocarroll		241
	cabibboliana@gmail.com	Giannetti-Giannuzzi Group	Luca Leblanc	298	BNCDNL73L58D650U	A-	(Decimal('-72.5609925'), Decimal('0.935461'))	2025-07-01	Media buyer	zruberto		309
1987-08-02	ayamamoto@yahoo.com	福田電気株式会社	山本 稔	760	830-62-7815	A+	(Decimal('-13.3245905'), Decimal('-115.777826'))	01/25/2024, 00:00:00	アーティスト	byoshida		633
1969-03-14	thorntonjennifer@yahoo.com	Hatfield, Lewis and Gibson	Nancy Foster	355	818-23-4643	O+	(Decimal('7.589370'), Decimal('62.140494'))	15 Aug 2022		melissa87		298
	yutakobayashi@yahoo.com	株式会社藤田保険	佐藤 くみ子	976	240-04-8419	O-	(Decimal('-88.857685'), Decimal('101.546132'))	13 Jun 2022	漫画家	yoko31		592
1935-07-30	mchechi@hotmail.it	Cammarata-Caffarelli Group	Gianpietro Ottino	1973	RMNGLN72M09E030A	A+	(Decimal('23.5738035'), Decimal('-177.393529'))	21 Sep 2025		rosinamicca		363
	gyamamoto@gmail.com	合同会社坂本建設	遠藤 治	533	054-57-1140	A-	(Decimal('-47.702040'), Decimal('95.696695'))	2024-10-30	航海士	reimaeda		653
1912-09-20	wielochvictor@googlemail.com	Speer AG	Ing. Raimund Radisch B.A.	942	667-31-0657	O-	(Decimal('28.0490275'), Decimal('171.003718'))	04/05/2020, 00:00:00	Pfleger	caecilia33		592
	miuramaaya@hotmail.com	佐々木印刷合同会社	斉藤 篤司	257	328-19-9701	O-	(Decimal('89.0649265'), Decimal('-9.845510'))	2022-12-23		fhashimoto		681
	hpeterson@hotmail.com	Waters-Oneill	Melissa Morgan	942	540-87-2574	A+	(Decimal('73.4956115'), Decimal('-27.529838'))	10/01/2023, 00:00:00	IT consultant	michaelsmith		688
	telemaco00@tele2.it	Marconi, Falcone e Agnesi SPA	Paola Papafava	1976	LBNRND94S70A621X	A+	(Decimal('61.0193545'), Decimal('96.383376'))	16 Aug 2023		ritaccamariana		216
2017-09-19	fulviomarini@virgilio.it	Monaco, Bombieri e Berengario SPA	Mariano Piccio	2045	CCCCSN80P62F473W	O+	(Decimal('-2.551616'), Decimal('-40.870252'))	2023/07/27		xcarducci		131
	marksmith@gmail.com	Hunter-Dixon	Christopher Romero	2068	613-17-3777	O+	(Decimal('21.689866'), Decimal('-137.698728'))	03 Sep 2020		john32		337
1960-10-28	leandromonteiro@gmail.com	Marques S/A	Maria Clara Cardoso	202	45960813793	A+	(Decimal('2.018281'), Decimal('-2.642390'))	08 Apr 2021		pda-paz		378
	ipaffrath@yahoo.de	Atzler e.G.	Cäcilia Mosemann	652	147-07-2540	AB+	(Decimal('76.966105'), Decimal('53.163248'))	20 Oct 2018		yschmidt		485
1984-06-22	abeyoko@yahoo.com	松本運輸株式会社	石井 直人	1422	894-99-3825	AB-	(Decimal('2.0418575'), Decimal('-27.110701'))	26 Apr 2024	調理師	satonaoki		394
	charles08@yahoo.com	Tyler Inc	Brandy White	836	149-67-5067	B+	(Decimal('73.763073'), Decimal('-97.651016'))	23 Apr 2023		nguyenwilliam		62
	carolina30@libero.it	Angiolello e figli	Giorgio Gualtieri	1475	LVRBNC96A28B653D	B+	(Decimal('-88.4947625'), Decimal('-126.062645'))	26 Jul 2020		gustavo39		24
2015-02-06	annunziatavalguarnera@tiscali.it	Pisacane-Argenti e figli	Ninetta Orlando	792	RNLCNT53R06C550W	O-	(Decimal('75.536351'), Decimal('144.910866'))	02/05/2024, 00:00:00		gabrieleboaga		430
2006-12-15	maria-helenasales@ig.com.br	da Paz Casa Grande S/A	Dr. Gabriel da Paz	1662	89240756167	B-	(Decimal('-29.347667'), Decimal('-178.155871'))	2022/12/29		ottocirino		241
	gcainero@tele2.it	Gozzano-Toscanini s.r.l.	Serafina Chiappetta	1289	BCSLSN76R03B107C	AB-	(Decimal('-15.3709755'), Decimal('93.480022'))	2020-10-02		biagio80		230
	gotoyuta@hotmail.com	佐藤農林株式会社	山下 七夏	1904	688-51-7352	O+	(Decimal('14.2976075'), Decimal('67.442546'))	03 May 2020		kobayashisatomi		436
1972-02-03	larissamarques@ig.com.br	Andrade	Eloah Ramos	878	40189532670	B+	(Decimal('71.932273'), Decimal('-43.197088'))	2024/05/28		borgesana-julia		90
1979-05-06	takumayamaguchi@yahoo.com	中村鉱業合同会社	山田 聡太郎	550	862-91-2589	O+	(Decimal('41.931796'), Decimal('72.888513'))	02/17/2021, 00:00:00	司法書士	naokihasegawa		460
1921-07-26	stefanoguidotti@hotmail.com	Redi, Mercalli e Norbiato Group	Marcantonio Gentilini	1080	DRGPRR00B59E055Z	AB-	(Decimal('78.8379135'), Decimal('98.038060'))	2024-03-20	Microbiologist	jgravina		511
	moreiracarolina@yahoo.com.br	Camargo S.A.	Sr. Heitor Vargas	1063	86527304900	O+	(Decimal('60.544299'), Decimal('-109.664339'))	12/25/2023, 00:00:00		mariahandrade		400
1994-12-24	sergius28@tiscali.it	Bondumier, Badoglio e Cadorna Group	Guglielmo Agnesi-Vitturi	886	FNTRNR96S44B064H	AB+	(Decimal('-24.656456'), Decimal('-1.964882'))	17 Feb 2024		canevascinisonia		427
1954-10-13	joshua61@gmail.com	Carr Inc	Cassandra Cooke	58	748-37-1259	A-	(Decimal('61.6697465'), Decimal('66.011140'))	05/14/2020, 00:00:00	Magazine features editor	gary78		188
2015-01-19	arnaldocatalano@live.com	Celentano, Bondumier e Tosi e figli	Pasquale Malpighi	1710	NOIMTT44L52A792A	A-	(Decimal('-43.3041935'), Decimal('-4.283594'))	28 Apr 2020	Sales executive	luca12		341
	laureanocollina@gmail.com	Santoro, Stradivari e Omma s.r.l.	Enzo Mogherini	241	RMZLND25R46D932Q	A+	(Decimal('40.822867'), Decimal('143.454238'))	11 Sep 2019		alberico94		110
2014-06-03	jsilva@hotmail.com	Moreira	Sr. Renan Souza	1715	53174680948	O-		12/24/2020, 00:00:00		alvesliam		705
1985-10-18	bborges@yahoo.com.br	Alves	Mateus Farias	612	91754263070	O-	(Decimal('65.123171'), Decimal('-146.479305'))	2021/02/04	Fundidor de placa de gesso	kmontenegro		116
1934-05-03	enricosouza@gmail.com	Montenegro e Filhos	Dr. Davi Lucca Aragão	544	82437159673	AB-	(Decimal('33.702744'), Decimal('-1.679844'))	2025-09-19	Judoca	isabellaferreira		261
1950-10-04	katokenichi@gmail.com	株式会社山崎建設	木村 真綾	1348	679-63-0755	A-	(Decimal('27.406484'), Decimal('-36.969746'))	2022/02/03	コピーライター	vnakajima		664
2013-01-08	jkusch@yahoo.de	Hiller AG & Co. KGaA	Verena Schottin-Scholz	1001	000-36-9380	A-	(Decimal('-54.767236'), Decimal('-6.873931'))	2024/06/08		pechelgebhard		352
	montenegrojose@gmail.com	Mendes	Ana Laura Moura	1850	89357461264	A+	(Decimal('-48.7474895'), Decimal('-144.345757'))	27 May 2019	Adestrador de animais	riosmurilo		391
2025-03-17	flopes@bol.com.br	Almeida da Conceição S.A.	Pedro Lucas Farias	1442	27450986329	O+	(Decimal('-87.611085'), Decimal('-155.085327'))	2025-04-25		bpires		452
	ashleyhays@yahoo.com	Edwards Group	Jonathan Perez	305	249-80-2976	AB+	(Decimal('-53.8196615'), Decimal('-123.256042'))	2020/11/04	Psychotherapist, child	brenda37		146
	junmurakami@hotmail.com	合同会社中島鉱業	鈴木 直子	57	359-69-8899	AB-	(Decimal('-36.7940185'), Decimal('-138.773426'))	2023/04/13		okadamai		127
1976-02-22	giovanni77@tim.it	Maderna, Ludovisi e Rienzo e figli	Sonia Parri	85	GRNTLL67S60C707H	A-	(Decimal('-1.208229'), Decimal('-3.352622'))	06/04/2024, 00:00:00		gelsomina02		712
1946-10-06	tillmann26@gmail.com	Kaul KGaA	Univ.Prof. Selim Bonbach	1698	825-88-8120	AB+	(Decimal('-7.232465'), Decimal('83.898128'))	2023/03/03		neureuthergaby		183
1945-08-23	kazuyaota@hotmail.com	株式会社斉藤ガス	田中 太郎	939	677-85-5781	A+	(Decimal('15.0021225'), Decimal('25.920720'))	2022/11/23		yukiinoue		667
	rikaabe@gmail.com	田中通信有限会社	佐々木 稔	350	647-44-5679	B+	(Decimal('76.5993405'), Decimal('39.779749'))	02 Jan 2019	ゲームクリエイター	moriyui		22
1956-12-13	alderano62@tiscali.it	Sansoni, Palumbo e Comeriato Group	Leone Asprucci	1573	GLGRMN29L23E156K	B+	(Decimal('72.0444905'), Decimal('-3.193090'))	10/18/2021, 00:00:00	Accountant, chartered	monteverdileopoldo		12
1973-06-05	kda-conceicao@uol.com.br	Peixoto Siqueira - EI	Isabella da Rosa	298	13748625928	AB+	(Decimal('-59.499525'), Decimal('-155.442670'))	2020-10-14		abreugael-henrique		360
1935-06-24	xsousa@yahoo.com.br	Araújo	Mariana da Mata	1975	02491638533	B-	(Decimal('55.575693'), Decimal('118.019226'))	05 Apr 2019		marquesrenan		229
1997-06-01	enricopertini@virgilio.it	Giacometti e figli	Luigina Pedroni-Polesel	445	PZZRNL48H27G022K	O-	(Decimal('-25.2311355'), Decimal('115.783692'))	05/14/2021, 00:00:00	Oncologist	miloesposito		522
1971-05-27	rudolph58@gmx.de	Ernst GmbH	Wolf Krause MBA.	1615	375-66-0647	O+	(Decimal('20.572859'), Decimal('64.378085'))	15 Apr 2022		ayse64		715
1951-09-11	lbender@googlemail.com	Jähn Ruppersberger KGaA	Rüdiger Weihmann	554	976-17-7374	O+	(Decimal('20.8971765'), Decimal('-154.037629'))	18 Mar 2021		ann25		345
1989-11-21	fokada@yahoo.com	有限会社佐藤水産	青木 康弘	2056	204-54-1070	B+	(Decimal('26.2761485'), Decimal('-75.294632'))	06 May 2023		sotaro82		687
1924-01-16	lolita85@fastwebnet.it	Cundari-Calarco Group	Dott. Venancio Muratori	248	PNNGNL52H65C544W	A-	(Decimal('-55.045822'), Decimal('68.812154'))	10 Apr 2022		giacobbe62		151
	erranitonino@alice.it	Sauro s.r.l.	Antonietta Luria	1833	PLMNZE50R68H707D	A-	(Decimal('-23.9460855'), Decimal('63.186221'))	2022/07/13		ynovaro		162
	da-pazdaniela@bol.com.br	Cardoso e Filhos	Enzo Albuquerque	1902	90872413640	O-	(Decimal('-79.479556'), Decimal('-4.479645'))	2020-06-09		rafaelanogueira		304
	sonia57@gmail.com	Samele-Fogazzaro s.r.l.	Loredana Cuomo-Cutuli	356	CGNVTI21R67C717S	O+	(Decimal('-65.313927'), Decimal('115.326469'))	25 Aug 2019		luigi84		28
	ogriffith@yahoo.com	Tucker Ltd	Caroline Sanford	2053	822-33-2774	O-	(Decimal('-0.800275'), Decimal('-19.850181'))	2019/08/01	Hospital pharmacist	robertcollins		238
2003-09-28	molly82@gmail.com	James, Moran and Shaw	Christine Garcia	107	428-73-6645	O-	(Decimal('-67.2877275'), Decimal('116.391113'))	2019-09-13		clarkandrew		644
	douglas24@yahoo.com	Brown-Collins	Ryan Morris	2035	888-95-3969	A-	(Decimal('41.268186'), Decimal('-17.845674'))	05/02/2020, 00:00:00		zlong		440
2018-11-06	leoncavallolisa@hotmail.com	Stradivari-Borromini SPA	Bianca Antelami	1879	BBTRMI10B22C696C	O-	(Decimal('-4.803566'), Decimal('-49.964466'))	08 Feb 2019		ranieriscarlatti		644
1960-11-07	rafaelaaparecida@gmail.com	Nascimento	Carolina Vieira	1129	59874021667	B-	(Decimal('30.7306215'), Decimal('32.492217'))	2025-07-10		mcosta		79
1938-09-24	brayan72@uol.com.br	da Paz	Dra. Ísis Macedo	1783	12703956452	O-	(Decimal('-39.216019'), Decimal('-35.440851'))	02 Mar 2023		mda-mata		189
2018-03-10	pfattori@fastwebnet.it	Taliani e figli	Sig.ra Cristina Raurica	1190	VNTRFL29T07D871W	A-	(Decimal('-41.631942'), Decimal('-76.627531'))	2024/07/18	Television floor manager	beatrice78		643
1967-02-25	riccardibianca@gmail.com	Schicchi, Piazzi e Errigo s.r.l.	Valerio Orsini	1494	CMNNTA73S28H777J	AB-	(Decimal('41.330966'), Decimal('121.393483'))	16 Oct 2020	Wellsite geologist	fiorino73		349
	giuseppinagaribaldi@yahoo.com	Medici e figli	Girolamo Ficino	1472	PRTLGU99A63H447F	O-	(Decimal('28.497515'), Decimal('-28.137574'))	09 Jul 2019		giacintosorrentino		227
1932-05-21	morena84@tele2.it	Garrone SPA	Calogero Bersani	1363	BNGLBT33B46A178J	AB-	(Decimal('76.0406405'), Decimal('108.190355'))	2021-12-14	Lexicographer	sgarbimanuel		563
2018-12-04	leaobenjamim@uol.com.br	Araújo Rocha S.A.	Sr. Théo Pires	1613	65837421955	B+	(Decimal('-62.151701'), Decimal('75.528240'))	2021-12-27		borgesmaria		4
	michael72@gmail.com	Smith, Gomez and Sanders	Micheal Williams	612	413-08-7343	AB+	(Decimal('40.8988065'), Decimal('125.166404'))	10 Aug 2021		garciajennifer		547
	richard28@hotmail.com	Lopez PLC	Tara Ross	1184	243-68-3354	A-	(Decimal('57.532051'), Decimal('-84.154517'))	28 Oct 2018	Medical secretary	harrisshelby		103
	ryosukesasaki@hotmail.com	伊藤印刷合同会社	吉田 涼平	1561	579-75-7833	A-	(Decimal('-33.536984'), Decimal('30.725330'))	06/05/2022, 00:00:00	行政書士	fgoto		616
2025-06-07	sramos@hotmail.com	Lloyd, Nelson and Drake	Katherine Williams	1473	469-44-0592	B-	(Decimal('68.4369045'), Decimal('-67.055534'))	2019/07/13		vmcdonald		19
	jun66@gmail.com	高橋ガス株式会社	三浦 知実	1703	613-77-4031	A+	(Decimal('24.8682735'), Decimal('166.801886'))	2019-07-24	救急救命士	yamaguchimomoko		373
1915-05-29	waldemarrogge@yahoo.de	Eigenwillig	Manfred Langern	1757	507-01-9921	A+	(Decimal('-52.8618055'), Decimal('-131.439730'))	2020/11/09		alfonso20		438
	erick69@gmail.com	Câmara e Filhos	Dr. Ravy Barros	1703	72018935488	B+	(Decimal('21.928701'), Decimal('7.264490'))	2021-02-01	Estivador	casa-grandesamuel		577
	caponemartino@vodafone.it	Tommaseo, Anguissola e Zamorani Group	Dario Garozzo	552	SPRLLT90R21L656Q	A+	(Decimal('31.8248635'), Decimal('125.555464'))	2022/07/29	Illustrator	magnaniezio		400
	patbergfrancisco@yahoo.de	Johann GmbH	Christiane Gröttner-Oderwald	986	916-09-8267	A+	(Decimal('47.7065045'), Decimal('-171.356434'))	02/19/2022, 00:00:00		haufferreiner		475
2002-08-07	adam62@hotmail.com	Miller-Garrett	Kayla Velez	1031	244-13-1762	B+	(Decimal('-23.3402715'), Decimal('116.280267'))	10/31/2019, 00:00:00		ufields		150
1947-05-01	irena24@web.de	Harloff Conradi GmbH & Co. KG	Kunigunda Etzler	370	248-24-2880	AB-	(Decimal('-52.2710535'), Decimal('12.910405'))	02/07/2022, 00:00:00	Bankkaufmann	kadesylwia		688
	burghardmaelzer@yahoo.de	Ziegert	Prof. Eckart Wernecke B.A.	1308	840-58-5532	O-	(Decimal('-41.086260'), Decimal('161.005410'))	25 Jan 2020		ystoll		245
	laura06@hotmail.com	Iannucci Group	Natalia Parisi-Tuzzolino	919	SNGLDC41L53L673W	O+	(Decimal('61.713575'), Decimal('55.620716'))	2022-05-01	Development worker, international aid	mercedes94		295
1913-11-13	cbanks@hotmail.com	Reynolds-Stewart	Cassandra Elliott	1092	898-88-9386	B-	(Decimal('38.095058'), Decimal('24.364357'))	12/30/2023, 00:00:00	Fitness centre manager	browntony		441
1975-10-30	christopher40@gmail.com	Haney-White	John Graves	1016	070-59-5744	A-	(Decimal('70.6225145'), Decimal('-142.051877'))	2020-08-01	Teacher, early years/pre	pamela01		152
2004-01-01	julia71@bol.com.br	Duarte Araújo - EI	Sra. Ana Júlia Fonseca	1884	65702493125	A-	(Decimal('-21.997259'), Decimal('72.098877'))	2024-05-09		alexia82		224
	matthewsaunders@gmail.com	Hopkins Inc	Matthew Rodriguez	1394	792-99-2996	AB-	(Decimal('34.9656125'), Decimal('-50.984000'))	2024-01-17		fbennett		159
	gotohanako@yahoo.com	有限会社田中運輸	伊藤 真綾	879	482-05-8742	A+	(Decimal('-19.332627'), Decimal('-68.035054'))	25 Apr 2020	歯科医師	qkobayashi		94
2004-05-14	sarah84@hotmail.com	Smith, Evans and Stevens	Brian Garcia	250	313-45-0836	O-	(Decimal('-32.8511945'), Decimal('-165.006518'))	2019-05-26		zfowler		449
1984-08-28	ramseygregg@hotmail.com	Greene, Hopkins and Grimes	Erica Murillo MD	1669	691-73-6289	AB+	(Decimal('-88.8616075'), Decimal('128.065627'))	2020/07/28		terri91		296
1910-02-07	brightjohn@gmail.com	Colon-Mcdonald	Ariana Boyer	452	476-87-3259	A-	(Decimal('56.436268'), Decimal('-115.713843'))	03/31/2022, 00:00:00		kyle61		404
2013-09-09	xbutte@googlemail.com	Thanel Rohleder KG	Univ.Prof. Pamela Eberhardt	1957	663-25-6683	B-	(Decimal('-14.1245745'), Decimal('154.169392'))	2024-01-04		friedrich-karl84		423
1989-11-05	ethan12@hotmail.com	Oliver-Ramirez	Henry Bridges	1023	843-39-9246	AB-	(Decimal('-31.7722035'), Decimal('-67.743559'))	04 Apr 2019	Glass blower/designer	martin83		415
1919-09-19	lbrady@hotmail.com	Carson-Smith	Barbara Mann MD	233	661-02-0984	O-	(Decimal('-69.295914'), Decimal('73.933172'))	02/09/2022, 00:00:00		robertfarrell		316
	brandi27@yahoo.com	Lewis, Jenkins and Jones	Kayla Palmer	1919	824-53-6847	AB+	(Decimal('-29.227167'), Decimal('13.361150'))	2021-08-26	Health physicist	tchapman		129
	nanamisaito@gmail.com	有限会社岡田運輸	林 智也	230	002-32-3747	A+	(Decimal('7.9448425'), Decimal('-35.191865'))	2022/02/05	薬剤師	zkato		37
	pedrazzinidanilo@tele2.it	Veltroni s.r.l.	Gianpietro Ritacca	1023	GRMVNS99D01A076N	AB+	(Decimal('-35.2079865'), Decimal('114.670995'))	29 Jan 2023		cgori		716
	dsouza@bol.com.br	Pimenta	Srta. Lívia da Cruz	721	51870926340	AB+	(Decimal('-18.199560'), Decimal('179.077193'))	05 Nov 2018		stellateixeira		690
	hannah62@hotmail.com	Mcdaniel LLC	Daniel Long	1239	891-52-8609	A+	(Decimal('-8.6715105'), Decimal('174.750626'))	15 May 2025		farmstrong		215
1930-09-19	mai48@gmail.com	鈴木建設合同会社	松本 裕太	4	282-23-6098	O+	(Decimal('-50.5274095'), Decimal('128.031585'))	02 Jun 2025	運転士	ryoshida		690
2018-09-24	dylan87@hotmail.com	Mann and Sons	Rebecca Juarez	1276	450-32-1229	A+	(Decimal('-79.867817'), Decimal('62.007398'))	03/19/2025, 00:00:00		ksimmons		663
	satomi12@hotmail.com	佐藤電気合同会社	前田 淳	1850	027-34-5678	AB+	(Decimal('-41.4090495'), Decimal('-100.991344'))	24 Dec 2021		yuki30		17
	larry13@hotmail.com	Drake-Ward	Pamela Boyd	167	250-84-3795	A+	(Decimal('89.3341475'), Decimal('-73.702878'))	12/19/2022, 00:00:00		zyoung		70
2022-03-05	suzukimaaya@yahoo.com	小川水産合同会社	伊藤 舞	991	572-32-1841	AB-	(Decimal('88.267997'), Decimal('70.040794'))	17 Sep 2025		momoko83		552
	morgan95@gmail.com	Ortiz, Gray and Woods	Jacob Medina	776	251-63-2319	B+	(Decimal('32.0902485'), Decimal('-74.941410'))	05 Mar 2022		rebecca88		550
1941-12-09	panicucciguglielmo@gmail.com	Piovani-Gabbana SPA	Geronimo Zaguri	181	CPNMRL99B51H535M	A+	(Decimal('34.604608'), Decimal('-84.914961'))	2024-04-17		annettagotti		85
2018-11-09	suzanne35@yahoo.com	Peters, Williams and Rowe	James Delgado	474	856-27-2869	AB+	(Decimal('-38.5793595'), Decimal('62.810158'))	2023-03-05		sbrennan		11
	naoko83@gmail.com	有限会社岡田ガス	斉藤 充	206	082-13-5796	O-		2019-09-04		suzukimomoko		158
1937-04-04	laragranatelli@poste.it	Collina-Nibali Group	Dott. Ottone Frescobaldi	654	NCLPLN80P20B229I	A-	(Decimal('-19.5204855'), Decimal('49.650285'))	2022/09/08		nadiamocenigo		168
	nsuzuki@yahoo.com	山田保険株式会社	石川 涼平	1898	324-49-2937	A-	(Decimal('-51.426174'), Decimal('135.451753'))	2024-07-13	演歌歌手	junsuzuki		50
	pintoemanuelly@uol.com.br	da Mota Marques S/A	Murilo Fogaça	1889	31689752068	A+	(Decimal('-89.2448255'), Decimal('-76.631511'))	08/31/2024, 00:00:00		lucas47		590
2005-06-09	hporzio@hotmail.it	Totino SPA	Amalia Fagotto	563	FLRSVD94L59I221D	B+	(Decimal('-29.322189'), Decimal('94.845171'))	2018/10/24	Event organiser	ydellucci		393
	mariewheeler@yahoo.com	Phillips, Robinson and Myers	Alan Reynolds	1913	663-90-0631	B-	(Decimal('-84.506367'), Decimal('127.998630'))	2025/05/01		bjames		323
1914-06-04	woodsjeffrey@yahoo.com	Duran-Clark	James Mata	790	117-27-2145	O+	(Decimal('-71.300306'), Decimal('-165.231042'))	2025-08-28		trevinochristopher		698
	pereiracatarina@bol.com.br	Novais	Rafael Pastor	977	38695124746	A-	(Decimal('-73.836154'), Decimal('11.867427'))	01/03/2019, 00:00:00		oda-rosa		554
	tiffanylopez@gmail.com	Chen, Welch and Medina	Michelle Brown	1063	637-59-3342	B-	(Decimal('34.579310'), Decimal('4.733482'))	07/16/2022, 00:00:00	Surveyor, commercial/residential	tgardner		451
2017-10-27	ida-rosa@ig.com.br	Fonseca	Aylla Barbosa	1071	54982031606	A+	(Decimal('55.8621725'), Decimal('76.531222'))	08/11/2025, 00:00:00		cmendonca		321
1959-07-13	oliviaduarte@gmail.com	Garcia	Davi Silveira	1302	37162598021	A+	(Decimal('88.069627'), Decimal('77.546028'))	2025/06/27	Mestre-de-obras	uleao		10
